
      0.00000000      0.11580952      0.12571429      0.10857143      0.00000000      0.00000000      0.00876190      0.19276190      0.26971429      0.00000000      0.07085714      0.00000000      0.04000000      0.00000000      0.00000000      0.00000000      0.06704762      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00076190      0.00000000
      0.06668129      0.00000000      0.00000000      0.14016232      0.00000000      0.00000000      0.00658039      0.27177013      0.00000000      0.02939241      0.10813775      0.00000000      0.18973459      0.00000000      0.00000000      0.00000000      0.08708050      0.10046063      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000
      0.47756874      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.52243126      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000
      0.04294756      0.09629295      0.00000000      0.00000000      0.00000000      0.02215190      0.00000000      0.11889693      0.05304400      0.18535262      0.14330922      0.00000000      0.00949367      0.00000000      0.00000000      0.00000000      0.07414105      0.04746835      0.00000000      0.02305606      0.06675708      0.07820976      0.00000000      0.03887884      0.00000000
      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.83578947      0.00000000      0.15789474      0.00000000      0.00631579      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000
      0.00000000      0.00000000      0.00000000      0.04627007      0.00000000      0.00000000      0.00000000      0.03682720      0.00000000      0.11111111      0.00000000      0.01794145      0.00000000      0.01794145      0.15203022      0.00000000      0.00000000      0.10418634      0.00000000      0.17248977      0.34120239      0.00000000      0.00000000      0.00000000      0.00000000
      0.10952381      0.14285714      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.74761905      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000
      0.06359181      0.15571195      0.00000000      0.09915797      0.00000000      0.01470403      0.00000000      0.00000000      0.01269323      0.00000000      0.06610532      0.00000000      0.39964811      0.00000000      0.00000000      0.00000000      0.05265804      0.09928365      0.00000000      0.00000000      0.00062838      0.00000000      0.00615810      0.02965942      0.00000000
      0.43249847      0.00000000      0.22052535      0.21502749      0.00000000      0.00000000      0.00000000      0.06169823      0.00000000      0.00000000      0.02626756      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.04398290      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000
      0.00000000      0.05427299      0.00000000      0.49817740      0.00000000      0.14297286      0.00000000      0.00000000      0.00000000      0.00000000      0.12231673      0.00000000      0.00000000      0.00810045      0.02430134      0.00000000      0.00729040      0.00000000      0.00000000      0.05832321      0.08262454      0.00162009      0.00000000      0.00000000      0.00000000
      0.04752172      0.12595810      0.00000000      0.24297394      0.00000000      0.00000000      0.04011242      0.13438937      0.01098620      0.07715892      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.06515074      0.03806847      0.00000000      0.00000000      0.00000000      0.10730710      0.00000000      0.11037302      0.00000000
      0.00000000      0.00000000      0.00000000      0.00000000      0.63418530      0.04552716      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.05191693      0.06549521      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.20287540      0.00000000      0.00000000      0.00000000      0.00000000
      0.02445842      0.20149080      0.00000000      0.01467505      0.00000000      0.00000000      0.00000000      0.74074074      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.01863499      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000
      0.00000000      0.00000000      0.00000000      0.00000000      0.09771987      0.03713355      0.00000000      0.00000000      0.00000000      0.01302932      0.00000000      0.04234528      0.00000000      0.00000000      0.16872964      0.00000000      0.00000000      0.00000000      0.00000000      0.17980456      0.46123779      0.00000000      0.00000000      0.00000000      0.00000000
      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.17763884      0.00000000      0.00000000      0.00000000      0.02206694      0.00000000      0.03015815      0.00000000      0.09525561      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.67488047      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000
      0.00000000      0.00000000      0.00000000      0.00000000      1.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000
      0.10017075      0.22595333      0.00000000      0.28002277      0.00000000      0.00000000      0.00000000      0.23847467      0.00000000      0.01024474      0.14513375      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000
      0.00000000      0.17581574      0.00000000      0.12092131      0.00000000      0.12706334      0.00000000      0.30326296      0.02763916      0.00000000      0.05719770      0.00000000      0.03071017      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.15738964      0.00000000      0.00000000
      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.55569462      0.44430538      0.00000000
      0.00000000      0.00000000      0.00000000      0.05175913      0.00000000      0.18538566      0.00000000      0.00000000      0.00000000      0.04871448      0.00000000      0.00000000      0.00000000      0.09336942      0.62077131      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000
      0.00000000      0.00000000      0.00000000      0.16221164      0.00000000      0.39692420      0.00000000      0.00183083      0.00000000      0.07469791      0.00000000      0.09300622      0.00000000      0.25924570      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.01208349      0.00000000      0.00000000      0.00000000
      0.00000000      0.00000000      0.00000000      0.44434932      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00342466      0.35958904      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.02825342      0.00000000      0.00000000      0.08476027      0.07962329
      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.03664921      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.30665669      0.33208676      0.00000000      0.00000000      0.00000000      0.00000000      0.32460733      0.00000000
      0.00110132      0.00000000      0.00000000      0.14207048      0.00000000      0.00000000      0.00000000      0.12995595      0.00000000      0.00000000      0.23788546      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.19548458      0.00000000      0.00000000      0.05451542      0.23898678      0.00000000      0.00000000
      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      1.00000000      0.00000000      0.00000000      0.00000000

